Zip_Code,City,State,County Name
28202,CHARLOTTE,NC,MECKLENBURG
28203,CHARLOTTE,NC,MECKLENBURG
28204,CHARLOTTE,NC,MECKLENBURG
28205,CHARLOTTE,NC,MECKLENBURG
28206,CHARLOTTE,NC,MECKLENBURG
28207,CHARLOTTE,NC,MECKLENBURG
28208,CHARLOTTE,NC,MECKLENBURG
28209,CHARLOTTE,NC,MECKLENBURG
28210,CHARLOTTE,NC,MECKLENBURG
28211,CHARLOTTE,NC,MECKLENBURG
28212,CHARLOTTE,NC,MECKLENBURG
28213,CHARLOTTE,NC,MECKLENBURG
28214,CHARLOTTE,NC,MECKLENBURG
28215,CHARLOTTE,NC,MECKLENBURG
28216,CHARLOTTE,NC,MECKLENBURG
28217,CHARLOTTE,NC,MECKLENBURG
28218,CHARLOTTE,NC,MECKLENBURG
28219,CHARLOTTE,NC,MECKLENBURG
28220,CHARLOTTE,NC,MECKLENBURG
28221,CHARLOTTE,NC,MECKLENBURG
28222,CHARLOTTE,NC,MECKLENBURG
28223,CHARLOTTE,NC,MECKLENBURG
28224,CHARLOTTE,NC,MECKLENBURG
28226,CHARLOTTE,NC,MECKLENBURG
28227,CHARLOTTE,NC,MECKLENBURG
28228,CHARLOTTE,NC,MECKLENBURG
28229,CHARLOTTE,NC,MECKLENBURG
28230,CHARLOTTE,NC,MECKLENBURG
28231,CHARLOTTE,NC,MECKLENBURG
28232,CHARLOTTE,NC,MECKLENBURG
28233,CHARLOTTE,NC,MECKLENBURG
28234,CHARLOTTE,NC,MECKLENBURG
28235,CHARLOTTE,NC,MECKLENBURG
28236,CHARLOTTE,NC,MECKLENBURG
28237,CHARLOTTE,NC,MECKLENBURG
28241,CHARLOTTE,NC,MECKLENBURG
28244,CHARLOTTE,NC,MECKLENBURG
28246,CHARLOTTE,NC,MECKLENBURG
28247,CHARLOTTE,NC,MECKLENBURG
28253,CHARLOTTE,NC,MECKLENBURG
28254,CHARLOTTE,NC,MECKLENBURG
28255,CHARLOTTE,NC,MECKLENBURG
28256,CHARLOTTE,NC,MECKLENBURG
28260,CHARLOTTE,NC,MECKLENBURG
28262,CHARLOTTE,NC,MECKLENBURG
28263,CHARLOTTE,NC,MECKLENBURG
28265,CHARLOTTE,NC,MECKLENBURG
28266,CHARLOTTE,NC,MECKLENBURG
28269,CHARLOTTE,NC,MECKLENBURG
28270,CHARLOTTE,NC,MECKLENBURG
28271,CHARLOTTE,NC,MECKLENBURG
28272,CHARLOTTE,NC,MECKLENBURG
28273,CHARLOTTE,NC,MECKLENBURG
28274,CHARLOTTE,NC,MECKLENBURG
28277,CHARLOTTE,NC,MECKLENBURG
28278,CHARLOTTE,NC,MECKLENBURG
28280,CHARLOTTE,NC,MECKLENBURG
28281,CHARLOTTE,NC,MECKLENBURG
28282,CHARLOTTE,NC,MECKLENBURG
28284,CHARLOTTE,NC,MECKLENBURG
28285,CHARLOTTE,NC,MECKLENBURG
28287,CHARLOTTE,NC,MECKLENBURG
28288,CHARLOTTE,NC,MECKLENBURG
28297,CHARLOTTE,NC,MECKLENBURG
28299,CHARLOTTE,NC,MECKLENBURG
28719,CHEROKEE,NC,SWAIN
28533,CHERRY POINT,NC,CRAVEN
28021,CHERRYVILLE,NC,GASTON
28720,CHIMNEY ROCK,NC,RUTHERFORD
28023,CHINA GROVE,NC,ROWAN
28521,CHINQUAPIN,NC,DUPLIN
27817,CHOCOWINITY,NC,BEAUFORT
28610,CLAREMONT,NC,CATAWBA
28432,CLARENDON,NC,COLUMBUS
28433,CLARKTON,NC,BLADEN
27520,CLAYTON,NC,JOHNSTON
27527,CLAYTON,NC,JOHNSTON
27528,CLAYTON,NC,JOHNSTON
27012,CLEMMONS,NC,FORSYTH
27013,CLEVELAND,NC,ROWAN
28024,CLIFFSIDE,NC,RUTHERFORD
27233,CLIMAX,NC,GUILFORD
28328,CLINTON,NC,SAMPSON
28329,CLINTON,NC,SAMPSON
28721,CLYDE,NC,HAYWOOD
27521,COATS,NC,HARNETT
27922,COFIELD,NC,HERTFORD
27923,COINJOCK,NC,CURRITUCK
27924,COLERAIN,NC,BERTIE
27235,COLFAX,NC,GUILFORD
28611,COLLETTSVILLE,NC,CALDWELL
27925,COLUMBIA,NC,TYRRELL
28722,COLUMBUS,NC,POLK
27818,COMO,NC,HERTFORD
28025,CONCORD,NC,CABARRUS
28026,CONCORD,NC,CABARRUS
28027,CONCORD,NC,CABARRUS
27819,CONETOE,NC,EDGECOMBE
28612,CONNELLY SPRINGS,NC,BURKE
28613,CONOVER,NC,CATAWBA
27820,CONWAY,NC,NORTHAMPTON
27014,COOLEEMEE,NC,DAVIE
27926,CORAPEAKE,NC,GATES
28330,CORDOVA,NC,RICHMOND
28031,CORNELIUS,NC,MECKLENBURG
27927,COROLLA,NC,CURRITUCK
28434,COUNCIL,NC,BLADEN
28523,COVE CITY,NC,CRAVEN
28032,CRAMERTON,NC,GASTON
27522,CREEDMOOR,NC,GRANVILLE
28615,CRESTON,NC,ASHE
27928,CRESWELL,NC,WASHINGTON
28616,CROSSNORE,NC,AVERY
28033,CROUSE,NC,LINCOLN
28617,CRUMPLER,NC,ASHE
28723,CULLOWHEE,NC,JACKSON
28331,CUMBERLAND,NC,CUMBERLAND
27237,CUMNOCK,NC,LEE
28435,CURRIE,NC,PENDER
27929,CURRITUCK,NC,CURRITUCK
28034,DALLAS,NC,GASTON
28724,DANA,NC,HENDERSON
27016,DANBURY,NC,STOKES
28035,DAVIDSON,NC,MECKLENBURG
28036,DAVIDSON,NC,MECKLENBURG
28524,DAVIS,NC,CARTERET
28618,DEEP GAP,NC,WATAUGA
28525,DEEP RUN,NC,LENOIR
28436,DELCO,NC,COLUMBUS
27239,DENTON,NC,DAVIDSON
28037,DENVER,NC,LINCOLN
28725,DILLSBORO,NC,JACKSON
27017,DOBSON,NC,SURRY
28526,DOVER,NC,CRAVEN
28619,DREXEL,NC,BURKE
28332,DUBLIN,NC,BLADEN
28333,DUDLEY,NC,WAYNE
28334,DUNN,NC,HARNETT
28335,DUNN,NC,HARNETT
27701,DURHAM,NC,DURHAM
27702,DURHAM,NC,DURHAM
27703,DURHAM,NC,DURHAM
27704,DURHAM,NC,DURHAM
27705,DURHAM,NC,DURHAM
27706,DURHAM,NC,DURHAM
27707,DURHAM,NC,DURHAM
27708,DURHAM,NC,DURHAM
27709,DURHAM,NC,DURHAM
27710,DURHAM,NC,DURHAM
27711,DURHAM,NC,DURHAM
27712,DURHAM,NC,DURHAM
27713,DURHAM,NC,DURHAM
27715,DURHAM,NC,DURHAM
27717,DURHAM,NC,DURHAM
27722,DURHAM,NC,DURHAM
27242,EAGLE SPRINGS,NC,MOORE
28038,EARL,NC,CLEVELAND
27018,EAST BEND,NC,YADKIN
28726,EAST FLAT ROCK,NC,HENDERSON
28039,EAST SPENCER,NC,ROWAN
27288,EDEN,NC,ROCKINGHAM
27289,EDEN,NC,ROCKINGHAM
27932,EDENTON,NC,CHOWAN
28727,EDNEYVILLE,NC,HENDERSON
27821,EDWARD,NC,BEAUFORT
27243,EFLAND,NC,ORANGE
27906,ELIZABETH CITY,NC,PASQUOTANK
27907,ELIZABETH CITY,NC,PASQUOTANK
27909,ELIZABETH CITY,NC,PASQUOTANK
28337,ELIZABETHTOWN,NC,BLADEN
28622,ELK PARK,NC,AVERY
28621,ELKIN,NC,SURRY
28040,ELLENBORO,NC,RUTHERFORD
28338,ELLERBE,NC,RICHMOND
27822,ELM CITY,NC,WILSON
27244,ELON,NC,ALAMANCE
28594,EMERALD ISLE,NC,CARTERET
27823,ENFIELD,NC,HALIFAX
27824,ENGELHARD,NC,HYDE
28728,ENKA,NC,BUNCOMBE
28623,ENNICE,NC,ALLEGHANY
28527,ERNUL,NC,CRAVEN
28339,ERWIN,NC,HARNETT
27247,ETHER,NC,MONTGOMERY
28729,ETOWAH,NC,HENDERSON
27935,EURE,NC,GATES
27825,EVERETTS,NC,MARTIN
28438,EVERGREEN,NC,COLUMBUS
28439,FAIR BLUFF,NC,COLUMBUS
27826,FAIRFIELD,NC,HYDE
28340,FAIRMONT,NC,ROBESON
28730,FAIRVIEW,NC,BUNCOMBE
28341,FAISON,NC,DUPLIN
28041,FAITH,NC,ROWAN
28342,FALCON,NC,CUMBERLAND
27827,FALKLAND,NC,PITT
28042,FALLSTON,NC,CLEVELAND
27828,FARMVILLE,NC,PITT
28301,FAYETTEVILLE,NC,CUMBERLAND
28302,FAYETTEVILLE,NC,CUMBERLAND
28303,FAYETTEVILLE,NC,CUMBERLAND
28304,FAYETTEVILLE,NC,CUMBERLAND
28305,FAYETTEVILLE,NC,CUMBERLAND
28306,FAYETTEVILLE,NC,CUMBERLAND
28309,FAYETTEVILLE,NC,CUMBERLAND
28311,FAYETTEVILLE,NC,CUMBERLAND
28312,FAYETTEVILLE,NC,CUMBERLAND
28314,FAYETTEVILLE,NC,CUMBERLAND
28624,FERGUSON,NC,WILKES
28731,FLAT ROCK,NC,HENDERSON
28626,FLEETWOOD,NC,ASHE
28732,FLETCHER,NC,HENDERSON
28733,FONTANA DAM,NC,GRAHAM
28043,FOREST CITY,NC,RUTHERFORD
28307,FORT BRAGG,NC,CUMBERLAND
28310,FORT BRAGG,NC,CUMBERLAND
27829,FOUNTAIN,NC,PITT
27524,FOUR OAKS,NC,JOHNSTON
28734,FRANKLIN,NC,MACON
28744,FRANKLIN,NC,MACON
27525,FRANKLINTON,NC,FRANKLIN
27248,FRANKLINVILLE,NC,RANDOLPH
27830,FREMONT,NC,WAYNE
27936,FRISCO,NC,DARE
27526,FUQUAY VARINA,NC,WAKE
28441,GARLAND,NC,SAMPSON
27529,GARNER,NC,WAKE
27831,GARYSBURG,NC,NORTHAMPTON
27832,GASTON,NC,NORTHAMPTON
28052,GASTONIA,NC,GASTON
28053,GASTONIA,NC,GASTON
28054,GASTONIA,NC,GASTON
28055,GASTONIA,NC,GASTON
28056,GASTONIA,NC,GASTON
27937,GATES,NC,GATES
27938,GATESVILLE,NC,GATES
27019,GERMANTON,NC,STOKES
28735,GERTON,NC,HENDERSON
28343,GIBSON,NC,SCOTLAND
27249,GIBSONVILLE,NC,GUILFORD
28627,GLADE VALLEY,NC,ALLEGHANY
28628,GLEN ALPINE,NC,BURKE
28629,GLENDALE SPRINGS,NC,ASHE
28736,GLENVILLE,NC,JACKSON
28528,GLOUCESTER,NC,CARTERET
28344,GODWIN,NC,SAMPSON
28071,GOLD HILL,NC,ROWAN
27530,GOLDSBORO,NC,WAYNE
27531,GOLDSBORO,NC,WAYNE
27532,GOLDSBORO,NC,WAYNE
27533,GOLDSBORO,NC,WAYNE
27534,GOLDSBORO,NC,WAYNE
27252,GOLDSTON,NC,CHATHAM
27253,GRAHAM,NC,ALAMANCE
27939,GRANDY,NC,CURRITUCK
28630,GRANITE FALLS,NC,CALDWELL
28072,GRANITE QUARRY,NC,ROWAN
28529,GRANTSBORO,NC,PAMLICO
28631,GRASSY CREEK,NC,ASHE
28740,GREEN MOUNTAIN,NC,YANCEY
27401,GREENSBORO,NC,GUILFORD
27402,GREENSBORO,NC,GUILFORD
27403,GREENSBORO,NC,GUILFORD
27404,GREENSBORO,NC,GUILFORD
27405,GREENSBORO,NC,GUILFORD
27406,GREENSBORO,NC,GUILFORD
27407,GREENSBORO,NC,GUILFORD
27408,GREENSBORO,NC,GUILFORD
27409,GREENSBORO,NC,GUILFORD
27410,GREENSBORO,NC,GUILFORD
27411,GREENSBORO,NC,GUILFORD
27412,GREENSBORO,NC,GUILFORD
27415,GREENSBORO,NC,GUILFORD
27416,GREENSBORO,NC,GUILFORD
27417,GREENSBORO,NC,GUILFORD
27419,GREENSBORO,NC,GUILFORD
27420,GREENSBORO,NC,GUILFORD
27425,GREENSBORO,NC,GUILFORD
27427,GREENSBORO,NC,GUILFORD
27429,GREENSBORO,NC,GUILFORD
27435,GREENSBORO,NC,GUILFORD
27438,GREENSBORO,NC,GUILFORD
27455,GREENSBORO,NC,GUILFORD
27495,GREENSBORO,NC,GUILFORD
27497,GREENSBORO,NC,GUILFORD
27833,GREENVILLE,NC,PITT
27834,GREENVILLE,NC,PITT
27835,GREENVILLE,NC,PITT
27836,GREENVILLE,NC,PITT
27858,GREENVILLE,NC,PITT
28530,GRIFTON,NC,PITT
27837,GRIMESLAND,NC,PITT
28073,GROVER,NC,CLEVELAND
27256,GULF,NC,CHATHAM
27839,HALIFAX,NC,HALIFAX
28442,HALLSBORO,NC,COLUMBUS
27840,HAMILTON,NC,MARTIN
28345,HAMLET,NC,RICHMOND
28443,HAMPSTEAD,NC,PENDER
27020,HAMPTONVILLE,NC,YADKIN
27941,HARBINGER,NC,CURRITUCK
28531,HARKERS ISLAND,NC,CARTERET
28634,HARMONY,NC,IREDELL
28444,HARRELLS,NC,SAMPSON
27942,HARRELLSVILLE,NC,HERTFORD
28074,HARRIS,NC,RUTHERFORD
28075,HARRISBURG,NC,CABARRUS
27841,HASSELL,NC,MARTIN
27943,HATTERAS,NC,DARE
28532,HAVELOCK,NC,CRAVEN
27258,HAW RIVER,NC,ALAMANCE
28904,HAYESVILLE,NC,CLAY
28635,HAYS,NC,WILKES
28738,HAZELWOOD,NC,HAYWOOD
27536,HENDERSON,NC,VANCE
27537,HENDERSON,NC,VANCE
28739,HENDERSONVILLE,NC,HENDERSON
28791,HENDERSONVILLE,NC,HENDERSON
28792,HENDERSONVILLE,NC,HENDERSON
28793,HENDERSONVILLE,NC,HENDERSON
27842,HENRICO,NC,NORTHAMPTON
28076,HENRIETTA,NC,RUTHERFORD
27930,HERTFORD,NC,PERQUIMANS
27944,HERTFORD,NC,PERQUIMANS
28601,HICKORY,NC,CATAWBA
28602,HICKORY,NC,CATAWBA
28603,HICKORY,NC,CATAWBA
28636,HIDDENITE,NC,ALEXANDER
27260,HIGH POINT,NC,GUILFORD
27261,HIGH POINT,NC,GUILFORD
27262,HIGH POINT,NC,GUILFORD
27263,HIGH POINT,NC,GUILFORD
27264,HIGH POINT,NC,GUILFORD
27265,HIGH POINT,NC,GUILFORD
28077,HIGH SHOALS,NC,GASTON
27259,HIGHFALLS,NC,MOORE
28741,HIGHLANDS,NC,MACON
28637,HILDEBRAN,NC,BURKE
27278,HILLSBOROUGH,NC,ORANGE
27946,HOBBSVILLE,NC,GATES
27843,HOBGOOD,NC,HALIFAX
28537,HOBUCKEN,NC,PAMLICO
28347,HOFFMAN,NC,RICHMOND
27844,HOLLISTER,NC,HALIFAX
28445,HOLLY RIDGE,NC,ONSLOW
27540,HOLLY SPRINGS,NC,WAKE
28538,HOOKERTON,NC,GREENE
28348,HOPE MILLS,NC,CUMBERLAND
28742,HORSE SHOE,NC,HENDERSON
28743,HOT SPRINGS,NC,MADISON
28539,HUBERT,NC,ONSLOW
28638,HUDSON,NC,CALDWELL
28070,HUNTERSVILLE,NC,MECKLENBURG
28078,HUNTERSVILLE,NC,MECKLENBURG
27541,HURDLE MILLS,NC,PERSON
28666,ICARD,NC,BURKE
28079,INDIAN TRAIL,NC,UNION
28080,IRON STATION,NC,LINCOLN
28447,IVANHOE,NC,SAMPSON
27845,JACKSON,NC,NORTHAMPTON
27281,JACKSON SPRINGS,NC,MOORE
28540,JACKSONVILLE,NC,ONSLOW
28541,JACKSONVILLE,NC,ONSLOW
28546,JACKSONVILLE,NC,ONSLOW
27282,JAMESTOWN,NC,GUILFORD
27846,JAMESVILLE,NC,MARTIN
27947,JARVISBURG,NC,CURRITUCK
28640,JEFFERSON,NC,ASHE
28641,JONAS RIDGE,NC,BURKE
28642,JONESVILLE,NC,YADKIN
27283,JULIAN,NC,GUILFORD
28081,KANNAPOLIS,NC,CABARRUS
28082,KANNAPOLIS,NC,CABARRUS
28083,KANNAPOLIS,NC,CABARRUS
27847,KELFORD,NC,BERTIE
28448,KELLY,NC,BLADEN
28349,KENANSVILLE,NC,DUPLIN
27542,KENLY,NC,JOHNSTON
27284,KERNERSVILLE,NC,FORSYTH
27285,KERNERSVILLE,NC,FORSYTH
27948,KILL DEVIL HILLS,NC,DARE
27021,KING,NC,STOKES
28086,KINGS MOUNTAIN,NC,CLEVELAND
28501,KINSTON,NC,LENOIR
28502,KINSTON,NC,LENOIR
28503,KINSTON,NC,LENOIR
28504,KINSTON,NC,LENOIR
27543,KIPLING,NC,HARNETT
27544,KITTRELL,NC,VANCE
27949,KITTY HAWK,NC,DARE
27545,KNIGHTDALE,NC,WAKE
27950,KNOTTS ISLAND,NC,CURRITUCK
28449,KURE BEACH,NC,NEW HANOVER
28551,LA GRANGE,NC,LENOIR
28745,LAKE JUNALUSKA,NC,HAYWOOD
28746,LAKE LURE,NC,RUTHERFORD
28747,LAKE TOXAWAY,NC,TRANSYLVANIA
28450,LAKE WACCAMAW,NC,COLUMBUS
28350,LAKEVIEW,NC,MOORE
28088,LANDIS,NC,ROWAN
28643,LANSING,NC,ASHE
28089,LATTIMORE,NC,CLEVELAND
28351,LAUREL HILL,NC,SCOTLAND
28644,LAUREL SPRINGS,NC,ALLEGHANY
28352,LAURINBURG,NC,SCOTLAND
28353,LAURINBURG,NC,SCOTLAND
28090,LAWNDALE,NC,CLEVELAND
27022,LAWSONVILLE,NC,STOKES
27291,LEASBURG,NC,CASWELL
28748,LEICESTER,NC,BUNCOMBE
28451,LELAND,NC,BRUNSWICK
28355,LEMON SPRINGS,NC,LEE
28633,LENOIR,NC,CALDWELL
28645,LENOIR,NC,CALDWELL
27849,LEWISTON WOODVILLE,NC,BERTIE
27023,LEWISVILLE,NC,FORSYTH
27292,LEXINGTON,NC,DAVIDSON
27293,LEXINGTON,NC,DAVIDSON
27295,LEXINGTON,NC,DAVIDSON
27298,LIBERTY,NC,RANDOLPH
28091,LILESVILLE,NC,ANSON
27546,LILLINGTON,NC,HARNETT
28092,LINCOLNTON,NC,LINCOLN
28093,LINCOLNTON,NC,LINCOLN
28356,LINDEN,NC,CUMBERLAND
28646,LINVILLE,NC,AVERY
28647,LINVILLE FALLS,NC,BURKE
27299,LINWOOD,NC,DAVIDSON
28749,LITTLE SWITZERLAND,NC,MCDOWELL
27850,LITTLETON,NC,HALIFAX
28097,LOCUST,NC,STANLY
28452,LONGWOOD,NC,BRUNSWICK
27549,LOUISBURG,NC,FRANKLIN
28098,LOWELL,NC,GASTON
27024,LOWGAP,NC,SURRY
28552,LOWLAND,NC,PAMLICO
27851,LUCAMA,NC,WILSON
28357,LUMBER BRIDGE,NC,ROBESON
28358,LUMBERTON,NC,ROBESON
28359,LUMBERTON,NC,ROBESON
28360,LUMBERTON,NC,ROBESON
28750,LYNN,NC,POLK
27852,MACCLESFIELD,NC,EDGECOMBE
27551,MACON,NC,WARREN
27025,MADISON,NC,ROCKINGHAM
28751,MAGGIE VALLEY,NC,HAYWOOD
28453,MAGNOLIA,NC,DUPLIN
28650,MAIDEN,NC,CATAWBA
27552,MAMERS,NC,HARNETT
27953,MANNS HARBOR,NC,DARE
27553,MANSON,NC,VANCE
27954,MANTEO,NC,DARE
27956,MAPLE,NC,CURRITUCK
28454,MAPLE HILL,NC,PENDER
28905,MARBLE,NC,CHEROKEE
27853,MARGARETTSVILLE,NC,NORTHAMPTON
28362,MARIETTA,NC,ROBESON
28752,MARION,NC,MCDOWELL
28754,MARS HILL,NC,MADISON
28753,MARSHALL,NC,MADISON
28553,MARSHALLBERG,NC,CARTERET
28103,MARSHVILLE,NC,UNION
28363,MARSTON,NC,RICHMOND
28105,MATTHEWS,NC,MECKLENBURG
28106,MATTHEWS,NC,MECKLENBURG
28104,MATTHEWS,NC,UNION
28554,MAURY,NC,GREENE
28364,MAXTON,NC,ROBESON
27027,MAYODAN,NC,ROCKINGHAM
28555,MAYSVILLE,NC,JONES
28101,MC ADENVILLE,NC,GASTON
28102,MC FARLAN,NC,ANSON
28649,MC GRADY,NC,WILKES
27301,MC LEANSVILLE,NC,GUILFORD
28545,MCCUTCHEON FIELD,NC,ONSLOW
27302,MEBANE,NC,ALAMANCE
28556,MERRITT,NC,PAMLICO
27957,MERRY HILL,NC,BERTIE
28755,MICAVILLE,NC,YANCEY
27555,MICRO,NC,JOHNSTON
27556,MIDDLEBURG,NC,VANCE
27557,MIDDLESEX,NC,NASH
28107,MIDLAND,NC,CABARRUS
28544,MIDWAY PARK,NC,ONSLOW
28756,MILL SPRING,NC,POLK
28651,MILLERS CREEK,NC,WILKES
28759,MILLS RIVER,NC,HENDERSON
27305,MILTON,NC,CASWELL
28108,MINERAL SPRINGS,NC,UNION
28652,MINNEAPOLIS,NC,AVERY
28109,MISENHEIMER,NC,STANLY
27028,MOCKSVILLE,NC,DAVIE
27559,MONCURE,NC,CHATHAM
28110,MONROE,NC,UNION
28111,MONROE,NC,UNION
28112,MONROE,NC,UNION
28653,MONTEZUMA,NC,AVERY
28757,MONTREAT,NC,BUNCOMBE
28114,MOORESBORO,NC,CLEVELAND
28115,MOORESVILLE,NC,IREDELL
28117,MOORESVILLE,NC,IREDELL
28654,MORAVIAN FALLS,NC,WILKES
28557,MOREHEAD CITY,NC,CARTERET
28655,MORGANTON,NC,BURKE
28680,MORGANTON,NC,BURKE
27560,MORRISVILLE,NC,WAKE
28119,MORVEN,NC,ANSON
27030,MOUNT AIRY,NC,SURRY
27306,MOUNT GILEAD,NC,MONTGOMERY
28120,MOUNT HOLLY,NC,GASTON
28123,MOUNT MOURNE,NC,IREDELL
28365,MOUNT OLIVE,NC,WAYNE
28124,MOUNT PLEASANT,NC,CABARRUS
28125,MOUNT ULLA,NC,ROWAN
28758,MOUNTAIN HOME,NC,HENDERSON
27958,MOYOCK,NC,CURRITUCK
27855,MURFREESBORO,NC,HERTFORD
28906,MURPHY,NC,CHEROKEE
27959,NAGS HEAD,NC,DARE
28455,NAKINA,NC,COLUMBUS
28760,NAPLES,NC,HENDERSON
27856,NASHVILLE,NC,NASH
28761,NEBO,NC,MCDOWELL
28560,NEW BERN,NC,CRAVEN
28561,NEW BERN,NC,CRAVEN
